"","GeneID","Type","Component","Substrate"
"59",2727721152,"ABC","binding","polyamine"
"60",2727721272,"ABC","binding","phosphonate"
"61",2727721274,"ABC","binding","iron-hydroxamate"
"63",2727721282,"ABC","binding","2-aminoethylphosphonate"
"64",2727721293,"ABC","binding","daunorubicin"
"65",2727721294,"ABC","binding","daunorubicin"
"66",2727721307,"ABC","binding","zinc"
"67",2727721308,"ABC","binding","daunorubicin"
"68",2727721329,"ABC","binding","leucine/valine"
"74",2727721593,"ABC","binding","sulfate"
"75",2727721624,"ABC","binding","sulfate"
"76",2727721627,"ABC","binding","sulfate/thiosulfate"
"77",2727721648,"ABC","binding","phosphonate"
"78",2727721649,"ABC","binding","2-aminoethylphosphonate"
"81",2727721751,"ABC","binding","glycine betaine"
"83",2727717887,"ABC","binding protein","dipeptide/oligopeptide"
"84",2727718031,"ABC","binding protein","unknown substrate"
"85",2727718268,"ABC","binding protein","sugar"
"87",2727718354,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"88",2727718456,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"89",2727718535,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"90",2727718788,"ABC","binding protein","dipeptide/oligopeptide"
"91",2727719021,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"92",2727719026,"ABC","binding protein","sugar"
"93",2727719429,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"94",2727719586,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"95",2727719824,"ABC","binding protein","toluene tolerance"
"96",2727719862,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"100",2727720131,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"101",2727720312,"ABC","binding protein","oligopeptide"
"102",2727720434,"ABC","binding protein","spermidine/putrescine"
"103",2727720565,"ABC","binding protein","spermidine/putrescine"
"104",2727720618,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"105",2727720708,"ABC","binding protein","dipeptide/oligopeptide"
"106",2727720766,"ABC","binding protein","spermidine/putrescine"
"107",2727720778,"ABC","binding protein","phosphate"
"108",2727720952,"ABC","binding protein","dipeptide/oligopeptide"
"109",2727720979,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"110",2727721097,"ABC","binding protein","amino acid (glutamine/glutamate/aspartate)"
"111",2727721730,"ABC","binding protein","spermidine/putrescine"
"112",2727721748,"ABC","binding protein","dipeptide/oligopeptide"
"113",2727717727,"DMT","DME","drug/metabolite"
"115",2727718423,"GPTS","EnzymeI","unknown substrate"
"116",2727719475,"GPTS","EnzymeI","unknown substrate"
"118",2727720820,"GPTS","EnzymeI","unknown substrate"
"119",2727718696,"SSPTS","EnzymeIIA","fructose"
"120",2727719477,"SSPTS","EnzymeIIA","mannose/fructose"
"121",2727719976,"SSPTS","EnzymeIIA","fructose"
"122",2727718665,"SSPTS","EnzymeIIABC","glucose/maltose/N-acetylglucosamine"
"123",2727719702,"SSPTS","EnzymeIIABC","glucose/maltose/N-acetylglucosamine"
"124",2727720819,"SSPTS","EnzymeIIABC","glucose/maltose/N-acetylglucosamine"
"125",2727718425,"SSPTS","EnzymeIIBC","fructose"
"126",2727717477,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"127",2727717478,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"128",2727717905,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"129",2727719229,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"130",2727719310,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"131",2727719835,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"133",2727721421,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"134",2727721746,"RND","HAE1","multidrug/solvent efflux (HAE1 subfamily)"
"135",2727719476,"GPTS","HPr","unknown substrate"
"136",2727717605,"MOP","MATE","multidrug efflux"
"138",2727721377,"MOP","MATE","multidrug efflux"
"139",2727717534,"ABC","membrane","sugar"
"140",2727717535,"ABC","membrane","sugar"
"142",2727717885,"ABC","membrane","dipeptide/oligopeptide"
"143",2727717886,"ABC","membrane","dipeptide/oligopeptide"
"144",2727717909,"ABC","membrane","cobalamin/Fe3+-siderophores"
"145",2727717910,"ABC","membrane","ferric enterobactin"
"146",2727718028,"ABC","membrane","multidrug"
"147",2727718029,"ABC","membrane","multidrug"
"150",2727718217,"ABC","membrane","toxin secretion"
"151",2727718233,"ABC","membrane","nitrate/sulfonate/taurine"
"154",2727718332,"ABC","membrane","lipoprotein releasing"
"155",2727718353,"ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"156",2727718392,"ABC","membrane","sugar (ribose)"
"157",2727718435,"ABC","membrane","manganese/zinc ion"
"158",2727718457,"ABC","membrane","amino acid (lysine/arginine/ornithine/histidine/octopine)"
"159",2727718458,"ABC","membrane","amino acid (lysine/arginine/ornithine/histidine/octopine)"
"160",2727718529,"ABC","membrane","iron(III)"
"161",2727719024,"ABC","membrane","sugar"
"162",2727719025,"ABC","membrane","sugar"
"163",2727719094,"ABC","membrane","molybdate"
"164",2727719100,"ABC","membrane","unknown substrate"
"165",2727719283,"ABC","membrane","cobalamin/Fe3+-siderophores"
"166",2727719427,"ABC","membrane","amino acid (lysine/arginine/ornithine/histidine/octopine)"
"167",2727719428,"ABC","membrane","amino acid (lysine/arginine/ornithine/histidine/octopine)"
"168",2727719634,"ABC","membrane","multidrug"
"169",2727719823,"ABC","membrane","toluene tolerance"
"170",2727719831,"ABC","membrane","polysaccharide export"
"173",2727720129,"ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"174",2727720130,"ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"175",2727720185,"ABC","membrane","toxin secretion"
"178",2727720253,"ABC","membrane","heme export"
"179",2727720313,"ABC","membrane","dipeptide/oligopeptide"
"180",2727720314,"ABC","membrane","dipeptide/oligopeptide"
"181",2727720360,"ABC","membrane","nitrate/sulfonate/taurine"
"182",2727720443,"ABC","membrane","cell division"
"183",2727720563,"ABC","membrane","spermidine/putrescine"
"184",2727720564,"ABC","membrane","spermidine/putrescine"
"185",2727720599,"ABC","membrane","multidrug"
"186",2727720619,"ABC","membrane","amino aicd (glutamine/glutamate/aspartate)"
"187",2727720776,"ABC","membrane","phosphate"
"188",2727720777,"ABC","membrane","phosphate"
"189",2727720953,"ABC","membrane","dipeptide/oligopeptide"
"190",2727720954,"ABC","membrane","dipeptide/oligopeptide"
"193",2727721273,"ABC","membrane","cobalamin/Fe3+-siderophores"
"195",2727721291,"ABC","membrane","branched-chain amino acid"
"196",2727721292,"ABC","membrane","branched-chain amino acid"
"197",2727721309,"ABC","membrane","manganese/zinc ion"
"200",2727721528,"ABC","membrane","lipoprotein releasing"
"201",2727721594,"ABC","membrane","cobalamin/Fe3+-siderophores"
"202",2727721625,"ABC","membrane","sulfate"
"203",2727721626,"ABC","membrane","sulfate"
"204",2727721651,"ABC","membrane","iron(III)"
"206",2727721732,"ABC","membrane","spermidine/putrescine"
"207",2727721749,"ABC","membrane","dipeptide/oligopeptide"
"208",2727721750,"ABC","membrane","dipeptide/oligopeptide"
"209",2727719112,"MOP","MVF","virulence factor MviN"
"210",2727720539,"MOP","PST","polysaccharide export"
"212",2727717879,"DMT","SMR","multidrug efflux (SMR)"
"213",2727719530,"DMT","SMR","multidrug efflux (SMR)"
"214",2727721100,"DMT","SMR","multidrug efflux (SMR)"
"215",2727721101,"DMT","SMR","multidrug efflux (SMR)"
"218",2727718133,"AGCS","unknown","sodium ion:alanine symporter"
"219",2727719020,"AGCS","unknown","sodium ion:alanine symporter"
"220",2727717538,"AI-2E","unknown","Autoinducer-2 export"
"221",2727720075,"Amt","unknown","ammonium"
"222",2727720669,"Amt","unknown","ammonium"
"223",2727717480,"APC","unknown","amino acid"
"224",2727718661,"APC","unknown","amino acid"
"225",2727718794,"APC","unknown","arginine:ornithine antiporter"
"226",2727719173,"APC","unknown","arginine:ornithine antiporter"
"227",2727719413,"APC","unknown","amino acid"
"228",2727720271,"APC","unknown","amino acid"
"229",2727720995,"APC","unknown","GABA"
"232",2727719726,"ArAE","unknown","fusaric acid efflux"
"233",2727721074,"ArAE","unknown","fusaric acid efflux"
"235",2727721464,"ArsB","unknown","arsenite (ArsB)"
"236",2727718520,"BASS","unknown","sodium ion/"
"237",2727720340,"BCCT","unknown","glycine betaine/carnitine/choline"
"239",2727719630,"Bestrophin","unknown","Bestrophin anion channel"
"240",2727721838,"Bestrophin","unknown","Bestrophin anion channel"
"241",2727717860,"CaCA","unknown","proton:calcium ion antiporter"
"243",2727720977,"CHR","unknown","chromate ion"
"244",2727720978,"CHR","unknown","chromate ion"
"245",2727721094,"CHR","unknown","chromate ion"
"246",2727718989,"ClC","unknown","chloride ion channel"
"248",2727719631,"ClC","unknown","chloride ion channel"
"249",2727719874,"ClC","unknown","chloride ion channel"
"251",2727721706,"CNT","unknown","sodium ion:nucleoside symporter"
"252",2727718273,"CPA1","unknown","sodium ion:proton antiporter"
"253",2727718688,"CPA2","unknown","potassium/sodium ion:proton antiporter"
"254",2727720507,"CPA2","unknown","potassium/sodium ion:proton antiporter"
"255",2727718771,"DAACS","unknown","proton/sodium ion:glutamate/aspartate symporter"
"256",2727719075,"DAACS","unknown","proton/sodium ion:glutamate/aspartate symporter"
"257",2727721051,"DAACS","unknown","proton/sodium ion:glutamate/aspartate symporter"
"258",2727719004,"Dcu","unknown","C4-dicarboxylate"
"260",2727718701,"DMT","unknown","drug/metabolite"
"262",2727719708,"DMT","unknown","drug/metabolite"
"263",2727719819,"DMT","unknown","drug/metabolite"
"264",2727719908,"DMT","unknown","drug/metabolite"
"265",2727719932,"DMT","unknown","drug/metabolite"
"266",2727719963,"DMT","unknown","drug/metabolite"
"269",2727720939,"DMT","unknown","drug/metabolite"
"270",2727721176,"DMT","unknown","drug/metabolite"
"271",2727721319,"DMT","unknown","drug/metabolite"
"273",2727721679,"DMT","unknown","drug/metabolite"
"274",2727721765,"DMT","unknown","drug/metabolite"
"275",2727721842,"DMT","unknown","drug/metabolite"
"276",2727719224,"DNA-T","unknown","unknown substrate"
"278",2727720960,"ESS","unknown","sodium ion:glutamate symporter"
"279",2727719592,"F-ATPase","unknown","protons"
"280",2727719593,"F-ATPase","unknown","protons"
"281",2727719594,"F-ATPase","unknown","protons"
"282",2727719595,"F-ATPase","unknown","protons"
"283",2727719596,"F-ATPase","unknown","protons"
"284",2727719597,"F-ATPase","unknown","protons"
"285",2727719598,"F-ATPase","unknown","protons"
"286",2727719599,"F-ATPase","unknown","protons"
"287",2727719600,"F-ATPase","unknown","protons"
"288",2727718931,"FeoB","unknown","ferrous ion"
"289",2727721210,"FNT","unknown","formate/nitrite"
"290",2727720604,"GUP","unknown","glycerol:proton symporter"
"291",2727721209,"HAAAP","unknown","serine"
"292",2727719984,"HCC","unknown","hemolysin C (HlyC) homolog"
"293",2727720409,"HCC","unknown","hemolysin C (HlyC) homolog"
"294",2727717616,"IIISP","unknown","unknown substrate"
"295",2727717628,"IIISP","unknown","unknown substrate"
"296",2727717634,"IIISP","unknown","unknown substrate"
"297",2727717635,"IIISP","unknown","unknown substrate"
"298",2727717636,"IIISP","unknown","unknown substrate"
"299",2727717637,"IIISP","unknown","unknown substrate"
"305",2727718497,"IIISP","unknown","unknown substrate"
"306",2727718498,"IIISP","unknown","unknown substrate"
"307",2727718500,"IIISP","unknown","unknown substrate"
"308",2727718501,"IIISP","unknown","unknown substrate"
"309",2727718510,"IIISP","unknown","unknown substrate"
"310",2727720881,"IIISP","unknown","unknown substrate"
"311",2727720882,"IIISP","unknown","unknown substrate"
"313",2727719487,"ILT","unknown","iron ion"
"314",2727720968,"IRK-C","unknown","ATP-sensitive inward rectifier potassium ion channel"
"315",2727717440,"IVSP","unknown","unknown substrate"
"316",2727719054,"IVSP","unknown","unknown substrate"
"317",2727719689,"KUP","unknown","potassium ion uptake"
"318",2727718400,"LctP","unknown","L-lactate"
"319",2727717751,"LysE","unknown","lysine efflux"
"320",2727718609,"LysE","unknown","amino acid efflux"
"322",2727717782,"MFS","unknown","multidrug efflux"
"323",2727717796,"MFS","unknown","multidrug efflux"
"324",2727717908,"MFS","unknown","multidrug efflux"
"325",2727718186,"MFS","unknown","glycerol-3-phosphate"
"326",2727718271,"MFS","unknown","nitrate/nitrite"
"329",2727718766,"MFS","unknown","multidrug efflux"
"330",2727718832,"MFS","unknown","multidrug efflux"
"331",2727718901,"MFS","unknown","multidrug efflux (EmrB/QacA subfamily)"
"334",2727719292,"MFS","unknown","nitrate"
"339",2727719499,"MFS","unknown","Acetyl-CoA:CoA antiporter"
"340",2727719513,"MFS","unknown","multidrug efflux"
"341",2727719518,"MFS","unknown","multidrug efflux (EmrB/QacA subfamily)"
"346",2727719752,"MFS","unknown","glycerol-3-phosphate"
"348",2727719843,"MFS","unknown","multidrug efflux"
"349",2727720067,"MFS","unknown","multidrug efflux (EmrB/QacA subfamily)"
"351",2727720200,"MFS","unknown","multidrug efflux"
"357",2727720837,"MFS","unknown","metabolite (benzoate)"
"359",2727720928,"MFS","unknown","multidrug efflux (EmrB/QacA subfamily)"
"361",2727721038,"MFS","unknown","multidrug efflux"
"362",2727721056,"MFS","unknown","multidrug efflux"
"363",2727721065,"MFS","unknown","D-galactonate"
"364",2727721119,"MFS","unknown","multidrug efflux"
"365",2727721223,"MFS","unknown","multidrug efflux"
"367",2727721411,"MFS","unknown","multidrug efflux (EmrB/QacA subfamily)"
"369",2727721619,"MFS","unknown","multidrug efflux"
"370",2727721665,"MFS","unknown","multidrug efflux"
"371",2727718962,"MgtE","unknown","magnesium ion"
"374",2727719968,"MIP","unknown","glycerol uptake"
"375",2727721085,"MIT","unknown","magnesium/cobalt ion"
"376",2727720638,"MOP","unknown","multidrug efflux"
"377",2727720653,"MOP","unknown","multidrug efflux"
"378",2727717828,"Mot/Exb","unknown","unknown substrate"
"380",2727718710,"Mot/Exb","unknown","unknown substrate"
"381",2727719709,"Mot/Exb","unknown","unknown substrate"
"382",2727719848,"Mot/Exb","unknown","unknown substrate"
"383",2727720140,"Mot/Exb","unknown","unknown substrate"
"384",2727720877,"Mot/Exb","unknown","unknown substrate"
"389",2727721175,"MscL","unknown","large-conductance mechanosensitive ion channel"
"390",2727717508,"MscS","unknown","small-conductance mechanosensitive ion channel"
"391",2727717572,"MscS","unknown","small-conductance mechanosensitive ion channel"
"392",2727718330,"MscS","unknown","small-conductance mechanosensitive ion channel"
"393",2727720351,"MscS","unknown","small-conductance mechanosensitive ion channel"
"395",2727718489,"MTB","unknown","unknown substrate"
"396",2727719204,"MTB","unknown","unknown substrate"
"397",2727719206,"MTB","unknown","unknown substrate"
"398",2727719220,"MTB","unknown","unknown substrate"
"399",2727719221,"MTB","unknown","unknown substrate"
"401",2727717664,"NCS1","unknown","cytosine/purines/uracil/thiamine/allantoin"
"402",2727718993,"NCS2","unknown","xanthine/uracil"
"403",2727719162,"NCS2","unknown","xanthine/uracil"
"406",2727721354,"NiCoT","unknown","nickel ion"
"408",2727718844,"Nramp","unknown","manganese/iron ion"
"409",2727719686,"Nramp","unknown","manganese/iron ion"
"410",2727717567,"NSS","unknown","sodium ion:solute symporter"
"411",2727720272,"NSS","unknown","sodium ion:solute symporter"
"412",2727721471,"NSS","unknown","sodium ion:solute symporter"
"413",2727717827,"OOP","unknown","unknown substrate"
"415",2727721603,"OOP","unknown","unknown substrate"
"416",2727720241,"Oxa1","unknown","60 KD inner membrane protein OxaA homolog"
"417",2727717793,"P-ATPase","unknown","zinc/cadmium/cobalt ion"
"418",2727718475,"P-ATPase","unknown","magnesium ion"
"420",2727721011,"P-ATPase","unknown","zinc/cadmium/cobalt ion"
"421",2727721088,"P-ATPase","unknown","zinc/cadmium/cobalt ion"
"422",2727721381,"P-ATPase","unknown","potassium ion"
"423",2727721382,"P-ATPase","unknown","potassium ion"
"424",2727721383,"P-ATPase","unknown","potassium ion"
"425",2727720774,"PiT","unknown","phosphate"
"426",2727718281,"PNaS","unknown","sodium ion:phosphate symporter"
"427",2727719117,"POT","unknown","proton:dipeptide/tripeptide symporter"
"428",2727721019,"POT","unknown","proton:dipeptide/tripeptide symporter"
"429",2727721223,"POT","unknown","multidrug efflux"
"430",2727717692,"RhtB","unknown","amino acid efflux"
"431",2727718607,"RhtB","unknown","amino acid efflux"
"432",2727718609,"RhtB","unknown","amino acid efflux"
"433",2727719195,"RhtB","unknown","amino acid efflux"
"434",2727720115,"RhtB","unknown","amino acid efflux"
"435",2727720627,"RhtB","unknown","amino acid efflux"
"438",2727721522,"RhtB","unknown","amino acid efflux"
"441",2727721712,"RhtB","unknown","amino acid efflux"
"444",2727717502,"SSS","unknown","sodium ion:proline symporter"
"445",2727718649,"SSS","unknown","sodium ion:proline symporter"
"446",2727718702,"SSS","unknown","sodium ion:proline symporter"
"447",2727719374,"SSS","unknown","sodium ion:proline symporter"
"449",2727719698,"SSS","unknown","sodium ion:proline symporter"
"450",2727719794,"SSS","unknown","sodium ion:proline symporter"
"451",2727720382,"SSS","unknown","sodium ion:proline symporter"
"452",2727721380,"SSS","unknown","sodium ion:proline symporter"
"454",2727719641,"Tat","unknown","protein export"
"455",2727719643,"Tat","unknown","protein export"
"459",2727720252,"TerC","unknown","tellurium ion efflux"
"460",2727720283,"ThrE","unknown","unknown substrate"
"461",2727719375,"TRAP-T","unknown","C4-dicarboxylate"
"462",2727719376,"TRAP-T","unknown","C4-dicarboxylate"
"463",2727719377,"TRAP-T","unknown","C4-dicarboxylate"
"465",2727721369,"TRIC","unknown","unknown substrate"
"466",2727717892,"VIC","unknown","potassium ion channel"
"467",2727718940,"VIC","unknown","potassium ion channel"
"468",2727720103,"YggT","unknown","potassium ion uptake"
